Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/05/01,Portugal,PT,Porto,PT13,,20,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/01,Portugal,PT,Lisboa,PT11,,200,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/02,Portugal,PT,Viseu,PT18,,30,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/02,Portugal,PT,Viseu,PT18,,30,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/02,Portugal,PT,Viseu,PT18,,30,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/04,Portugal,PT,Porto,PT13,,500,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/04,Portugal,PT,Porto,PT13,,500,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/06,Portugal,PT,Lisboa,PT11,pt,10,5,,2,,,,,,,,,,,,,,Y,N,N,limesurvey-706,byk1w44tkhk9vyrqxf,
2020/05/06,Portugal,PT,,,en,50,0,,,,,,,,,,,,,,,,N,Y,N,limesurvey-162,389h8htsvok9v6w7r0,
2020/05/06,Portugal,PT,Lisboa,PT11,,20,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/06,Portugal,PT,Lisboa,PT11,,20,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/06,Portugal,PT,Lisboa,PT11,pt,10,5,,2,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-706,byk1w44tkhk9vyrqxf,
2020/05/06,Portugal,PT,,,en,50,,,,,,,,,,,,,,,,,,,,,N,Y,N,limesurvey-162,389h8htsvok9v6w7r0,
2020/05/07,Portugal,PT,Braga,PT03,pt,100,0,,0,,,,,,,,,,,,,,N,Y,N,limesurvey-732,jalrroberbk9wfi867,
2020/05/07,Portugal,PT,Madeira,PT30,,40,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/07,Portugal,PT,Braga,PT03,pt,100,,,,,,,,,,,,,,,,,,,,,N,Y,N,limesurvey-732,jalrroberbk9wfi867,
2020/05/07,Portugal,PT,Madeira,PT30,,40,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/07,Portugal,PT,Faro,PT08,,30,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/07,Portugal,PT,,,pt,80,,,,,,,,,,,,,,,,,,,,,N,Y,N,limesurvey-797,389h8htsvok9v6w7r0,
2020/05/07,Portugal,PT,,,pt,80,0,,,,,,,,,,,,,,,,N,Y,N,limesurvey-797,389h8htsvok9v6w7r0,
2020/05/07,Portugal,PT,Faro,PT08,,30,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/08,Portugal,PT,Leiria,PT10,,100,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/08,Portugal,PT,Leiria,PT10,,100,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/10,Portugal,PT,Lisboa,PT11,,20,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/10,Portugal,PT,Lisboa,PT11,,20,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/11,Portugal,PT,,,en,100,,,,,,,,,,,,,,,,,,,,,N,Y,N,limesurvey-3469,389h8htsvok9v6w7r0,
2020/05/11,Portugal,PT,Faro,PT08,,30,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/11,Portugal,PT,,,en,100,0,,,,,,,,,,,,,,,,N,Y,N,limesurvey-3469,389h8htsvok9v6w7r0,
2020/05/11,Portugal,PT,Faro,PT08,,30,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/12,Portugal,PT,Viseu,PT18,,200,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/12,Portugal,PT,Viseu,PT18,,200,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/13,Portugal,PT,,,,100,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/13,Portugal,PT,,,,100,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/14,Portugal,PT,,,en,1000,5,,5,,,,,,,,,,,,,,,,,,Y,Y,Y,limesurvey-5810,ane3a3f6g5ka6zbaey,
2020/05/14,Portugal,PT,Porto,PT13,en,50,5,,5,,,,,,,,,,,,,,,,,,N,Y,N,limesurvey-6190,njmzfuatzaka79wroy,
2020/05/14,Portugal,PT,Setúbal,PT15,,100,100,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/14,Portugal,PT,Setúbal,PT15,,100,100,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/14,Portugal,PT,Porto,PT13,en,50,5,,5,,,,,,,,,,,,,,N,Y,N,limesurvey-6190,njmzfuatzaka79wroy,
2020/05/14,Portugal,PT,,,en,1000,5,,5,,,,,,,,,,,,,,Y,Y,Y,limesurvey-5810,ane3a3f6g5ka6zbaey,
2020/05/15,Portugal,PT,Braga,PT03,en,40,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-7040,ittyu3gj6pka8bdghs,
2020/05/15,Portugal,PT,Braga,PT03,en,50,,,,,,,,,,,,,,,,,,,,,Y,Y,N,limesurvey-7086,fu6voa5nvika8ffc8j,
2020/05/15,Portugal,PT,Lisboa,PT11,en,20,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-6428,1vsc5h2g1vka7wyfw2,
2020/05/15,Portugal,PT,Lisboa,PT11,en,20,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-6428,1vsc5h2g1vka7wyfw2,
2020/05/15,Portugal,PT,Braga,PT03,en,50,0,,,,,,,,,,,,,,,,Y,Y,N,limesurvey-7086,fu6voa5nvika8ffc8j,
2020/05/15,Portugal,PT,Braga,PT03,en,40,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-7040,ittyu3gj6pka8bdghs,
2020/05/18,Portugal,PT,Viseu,PT18,en,60,1,,1,,,,,,,,,,,,,,Y,N,N,limesurvey-8602,n5p06fyrrpkac8mdl5,
2020/05/18,Portugal,PT,Viseu,PT18,en,60,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-8602,n5p06fyrrpkac8mdl5,
2020/05/21,Portugal,PT,Lisboa,PT11,en,2,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-10006,w9scck5jnokagmjg41,
2020/05/21,Portugal,PT,Lisboa,PT11,en,2,0,,,,,,,,,,,,,,,,Y,N,N,limesurvey-10006,w9scck5jnokagmjg41,
2020/05/25,Portugal,PT,Aveiro,PT01,en,100,0,,0,,,,,,,,,,,,,,Y,Y,N,limesurvey-11747,3sl9jjmkdrkamavxcs,
2020/05/25,Portugal,PT,Aveiro,PT01,en,100,,,,,,,,,,,,,,,,,,,,,Y,Y,N,limesurvey-11747,3sl9jjmkdrkamavxcs,
2020/05/26,Portugal,PT,Aveiro,PT01,,15,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/26,Portugal,PT,Aveiro,PT01,,15,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/27,Portugal,PT,Lisboa,PT11,,10000,10,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/27,Portugal,PT,Lisboa,PT11,,10000,10,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/05/30,Portugal,PT,Aveiro,PT01,en,300,3,,3,,,,,,,,,,,,,,Y,N,N,limesurvey-12400,t1c6ivo4tkatn79ew,
2020/05/30,Portugal,PT,Aveiro,PT01,en,300,3,,3,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-12400,t1c6ivo4tkatn79ew,
2020/06/01,Portugal,PT,Lisboa,PT11,,20,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/06/01,Portugal,PT,Lisboa,PT11,,20,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/06/02,Portugal,PT,Braga,PT03,,100,2,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/06/02,Portugal,PT,Braga,PT03,,100,2,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/06/02,Portugal,PT,Braga,PT03,,100,2,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/06/04,Portugal,PT,Porto,PT13,en,50,1,,1,,,,,,,,,,,,,,Y,N,N,limesurvey-13363,ovnn5hamiokb0nkmqw,
2020/06/04,Portugal,PT,Porto,PT13,en,50,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13363,ovnn5hamiokb0nkmqw,
2020/06/05,Portugal,PT,Leiria,PT10,en,40,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13773,f35v59vjqwkb2q5vmn,
2020/06/05,Portugal,PT,Porto,PT13,en,10,3,,3,,,,,,,,,,,,,,Y,N,Y,limesurvey-13724,3qeaud48tnkb2p39st,
2020/06/05,Portugal,PT,Leiria,PT10,en,40,0,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13773,f35v59vjqwkb2q5vmn,
2020/06/05,Portugal,PT,Porto,PT13,en,10,3,,3,,,,,,,,,,,,,,,,,,Y,N,Y,limesurvey-13724,3qeaud48tnkb2p39st,
2020/06/06,Portugal,PT,Leiria,PT10,en,10,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13916,zqqtwempelkb3bv4fd,
2020/06/06,Portugal,PT,Leiria,PT10,en,10,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13914,zqqtwempelkb3bv4fd,
2020/06/06,Portugal,PT,Leiria,PT10,en,10,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13913,zqqtwempelkb3bv4fd,
2020/06/06,Portugal,PT,Leiria,PT10,en,10,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13915,zqqtwempelkb3bv4fd,
2020/06/06,Portugal,PT,Lisboa,PT11,en,17,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13928,iit5b0ha7vkb3e22x1,
2020/06/06,Portugal,PT,Braga,PT03,en,50,2,,2,,,,,,,,,,,,,,,,,,Y,N,Y,limesurvey-13985,2snxyznrl4kb3lxppx,
2020/06/06,Portugal,PT,Leiria,PT10,en,10,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13912,zqqtwempelkb3bv4fd,
2020/06/06,Portugal,PT,Coimbra,PT06,en,300,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14078,gw5za4vxqqkb4ad6r0,
2020/06/06,Portugal,PT,Braga,PT03,en,50,2,,2,,,,,,,,,,,,,,Y,N,Y,limesurvey-13985,2snxyznrl4kb3lxppx,
2020/06/06,Portugal,PT,Leiria,PT10,en,10,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-13914,zqqtwempelkb3bv4fd,
2020/06/06,Portugal,PT,Leiria,PT10,en,10,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-13912,zqqtwempelkb3bv4fd,
2020/06/06,Portugal,PT,Leiria,PT10,en,10,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-13913,zqqtwempelkb3bv4fd,
2020/06/06,Portugal,PT,Lisboa,PT11,en,17,1,,1,,,,,,,,,,,,,,Y,N,N,limesurvey-13928,iit5b0ha7vkb3e22x1,
2020/06/06,Portugal,PT,Coimbra,PT06,en,300,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-14078,gw5za4vxqqkb4ad6r0,
2020/06/06,Portugal,PT,Leiria,PT10,en,10,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-13915,zqqtwempelkb3bv4fd,
2020/06/06,Portugal,PT,Leiria,PT10,en,10,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-13916,zqqtwempelkb3bv4fd,
2020/06/07,Portugal,PT,Coimbra,PT06,en,300,3,,3,,,,,,,,,,,,,,Y,N,N,limesurvey-14138,2wqzx2crsmkb4yz68k,
2020/06/07,Portugal,PT,Coimbra,PT06,en,300,3,,3,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14138,2wqzx2crsmkb4yz68k,
2020/06/08,Portugal,PT,Lisboa,PT11,en,6,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14302,3uf1g81ldwkb6is50o,
2020/06/08,Portugal,PT,Lisboa,PT11,en,6,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-14302,3uf1g81ldwkb6is50o,
2020/06/09,Portugal,PT,Setúbal,PT15,en,5,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14775,hgcri6dqvnkb866m0t,
2020/06/09,Portugal,PT,Coimbra,PT06,en,20,0,,0,,,,,,,,,,,,,,Y,Y,N,limesurvey-14671,0ufwbziuurkb83qt3n,
2020/06/09,Portugal,PT,Braga,PT03,en,10,2,,2,,,,,,,,,,,,,,Y,N,N,limesurvey-14660,42wt63ukzrkb83m5bj,
2020/06/09,Portugal,PT,"Região Autónoma da Madeira",PT30,en,1000,2,,2,,,,,,,,,,,,,,Y,N,N,limesurvey-14768,egq7ke7mxbkb864zri,
2020/06/09,Portugal,PT,Porto,PT13,en,30,2,,2,,,,,,,,,,,,,,Y,N,N,limesurvey-14796,5w5h1pou16kb86na8i,
2020/06/09,Portugal,PT,Évora,PT07,en,100,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14749,0q0v9sstkikb85r3sv,
2020/06/09,Portugal,PT,Braga,PT03,en,10,2,,2,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14660,42wt63ukzrkb83m5bj,
2020/06/09,Portugal,PT,Porto,PT13,en,30,2,,2,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14796,5w5h1pou16kb86na8i,
2020/06/09,Portugal,PT,"Região Autónoma da Madeira",PT30,en,1000,2,,2,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14768,egq7ke7mxbkb864zri,
2020/06/09,Portugal,PT,Leiria,PT10,en,25,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14705,brrx5ikjgxkb84cfyq,
2020/06/09,Portugal,PT,Coimbra,PT06,en,20,,,,,,,,,,,,,,,,,,,,,Y,Y,N,limesurvey-14671,0ufwbziuurkb83qt3n,
2020/06/09,Portugal,PT,"Viana do Castelo",PT16,en,28,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-14914,wto7uok4g7kb8ecddw,
2020/06/09,Portugal,PT,Setúbal,PT15,en,5,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-14775,hgcri6dqvnkb866m0t,
2020/06/09,Portugal,PT,Évora,PT07,en,100,0,,0,,,,,,,,,,,,,,Y,N,N,limesurvey-14749,0q0v9sstkikb85r3sv,
2020/06/09,Portugal,PT,Leiria,PT10,en,25,1,,1,,,,,,,,,,,,,,Y,N,N,limesurvey-14705,brrx5ikjgxkb84cfyq,
2020/06/09,Portugal,PT,"Viana do Castelo",PT16,en,28,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14914,wto7uok4g7kb8ecddw,
2020/06/10,Portugal,PT,Coimbra,PT06,en,300,3,,3,,,,,,,,,,,,,,N,N,N,limesurvey-15116,2wqzx2crsmkb4yz68k,
2020/06/10,Portugal,PT,Coimbra,PT06,en,300,3,,3,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-15116,2wqzx2crsmkb4yz68k,
2020/06/11,Portugal,PT,Lisboa,PT11,en,6,6,,,,,,,,,,,,,,,,N,N,N,limesurvey-15318,3uf1g81ldwkb6is50o,
2020/06/11,Portugal,PT,Lisboa,PT11,en,6,6,,,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-15318,3uf1g81ldwkb6is50o,
2020/06/12,Portugal,PT,,,,100,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/06/12,Portugal,PT,,,,100,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/06/13,Portugal,PT,Braga,PT03,en,160,,,,,0,,,,,0,,,,,,,,,,,N,Y,Y,limesurvey-15761,e2zq0942wgkbdh8h08,
2020/06/13,Portugal,PT,Coimbra,PT06,en,20,0,,0,,0,0,,,,,,,,,,,N,N,N,limesurvey-15811,0ufwbziuurkb83qt3n,
2020/06/13,Portugal,PT,Lisboa,PT11,en,24,1,,1,,0,0,,,,,,,,,,,Y,N,N,limesurvey-15773,lcs3nx4fmkkbdkdbu2,
2020/06/13,Portugal,PT,Lisboa,PT11,en,24,1,,1,,0,,,,,0,,,,,,,,,,,Y,N,N,limesurvey-15773,lcs3nx4fmkkbdkdbu2,
2020/06/13,Portugal,PT,Coimbra,PT06,en,20,,,,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-15811,0ufwbziuurkb83qt3n,
2020/06/13,Portugal,PT,Braga,PT03,en,160,0,,0,,0,0,,,,,,,,,,,N,Y,Y,limesurvey-15761,e2zq0942wgkbdh8h08,
2020/06/15,Portugal,PT,Braga,PT03,en,50,0,,,,0,0,,,,,,,,,,,N,N,N,limesurvey-16249,2snxyznrl4kb3lxppx,
2020/06/15,Portugal,PT,Coimbra,PT06,en,500,0,,0,,0,0,,,,,,,,,,,N,N,N,limesurvey-16251,gw5za4vxqqkb4ad6r0,
2020/06/15,Portugal,PT,Coimbra,PT06,en,500,,,,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-16251,gw5za4vxqqkb4ad6r0,
2020/06/15,Portugal,PT,Braga,PT03,en,50,,,,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-16249,2snxyznrl4kb3lxppx,
2020/06/16,Portugal,PT,Lisboa,PT11,en,6,0,,,,,,,,,,,,,,,,N,N,N,limesurvey-16557,3uf1g81ldwkb6is50o,
2020/06/16,Portugal,PT,Lisboa,PT11,en,6,,,,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-16557,3uf1g81ldwkb6is50o,
2020/06/18,Portugal,PT,Braga,PT03,en,50,,,,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-16985,2snxyznrl4kb3lxppx,
2020/06/18,Portugal,PT,Viseu,PT18,en,20,1,,1,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-16986,2snxyznrl4kb3lxppx,
2020/06/18,Portugal,PT,Viseu,PT18,en,20,1,,1,,0,0,,,,,,,,,,,N,N,N,limesurvey-16986,2snxyznrl4kb3lxppx,
2020/06/18,Portugal,PT,Braga,PT03,en,50,0,,,,0,0,,,,,,,,,,,N,N,N,limesurvey-16985,2snxyznrl4kb3lxppx,
2020/06/18,Portugal,PT,Lisboa,PT11,en,100,0,,0,,0,0,,,,,,,,,,,Y,N,Y,limesurvey-17022,m1yhd2byb3kblckuhs,
2020/06/18,Portugal,PT,Lisboa,PT11,en,100,,,,,0,,,,,0,,,,,,,,,,,Y,N,Y,limesurvey-17022,m1yhd2byb3kblckuhs,
2020/06/19,Portugal,PT,Lisboa,PT11,en,6,0,,,,,,,,,,,,,,,,N,N,N,limesurvey-17253,3uf1g81ldwkb6is50o,
2020/06/19,Portugal,PT,Porto,PT13,en,50,3,,3,,0,0,,,,,,,,,,,N,N,Y,limesurvey-17185,3qeaud48tnkb2p39st,
2020/06/19,Portugal,PT,Lisboa,PT11,en,6,,,,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-17253,3uf1g81ldwkb6is50o,
2020/06/19,Portugal,PT,Porto,PT13,en,50,3,,3,,0,,,,,0,,,,,,,,,,,N,N,Y,limesurvey-17185,3qeaud48tnkb2p39st,
2020/06/22,Portugal,PT,Lisboa,PT11,,4,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/06/22,Portugal,PT,Lisboa,PT11,,4,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/06/22,Portugal,PT,Lisboa,PT11,,4,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/06/23,Portugal,PT,Braga,PT03,en,50,0,,,,0,,,,,,,,,,,,N,N,N,limesurvey-19046,2snxyznrl4kb3lxppx,
2020/06/23,Portugal,PT,Braga,PT03,en,50,,,,,0,,,,,,,,,,,,,,,,N,N,N,limesurvey-19046,2snxyznrl4kb3lxppx,
2020/06/26,Portugal,PT,Braga,PT03,en,20,,,,,0,,,,,0,,,,,,,,,,,Y,Y,N,limesurvey-20285,fmqe3gbf7okbwpw296,
2020/06/26,Portugal,PT,Lisboa,PT11,en,100,2,,2,,0,,,,,0,,,,,,,,,,,Y,N,N,limesurvey-20259,jv1p63lroqkbwmgnkw,
2020/06/26,Portugal,PT,Lisboa,PT11,en,100,2,,2,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-20254,jqxxjlru63kbwlv5mg,
2020/06/26,Portugal,PT,Braga,PT03,en,50,0,,,,0,,,,,,,,,,,,N,N,N,limesurvey-20322,2snxyznrl4kb3lxppx,
2020/06/26,Portugal,PT,Lisboa,PT11,en,10,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-20269,r4x8vbwsxkkbwnn2vw,
2020/06/26,Portugal,PT,Lisboa,PT11,en,10,0,,,,,,,,,,,,,,,,Y,N,N,limesurvey-20269,r4x8vbwsxkkbwnn2vw,
2020/06/26,Portugal,PT,Lisboa,PT11,en,100,2,,2,,0,0,,,,,,,,,,,Y,N,N,limesurvey-20259,jv1p63lroqkbwmgnkw,
2020/06/26,Portugal,PT,Lisboa,PT11,en,100,2,,2,,0,0,,,,,,,,,,,N,N,N,limesurvey-20254,jqxxjlru63kbwlv5mg,
2020/06/26,Portugal,PT,Braga,PT03,en,50,,,,,0,,,,,,,,,,,,,,,,N,N,N,limesurvey-20322,2snxyznrl4kb3lxppx,
2020/06/26,Portugal,PT,Braga,PT03,en,20,0,,0,,0,0,,,,,,,,,,,Y,Y,N,limesurvey-20285,fmqe3gbf7okbwpw296,
2020/06/28,Portugal,PT,Lisboa,PT11,en,2,0,,0,,1,0,,,,,,,,,,,Y,N,N,limesurvey-21222,3k3flw3qpykbzotguy,
2020/06/28,Portugal,PT,Porto,PT13,en,300,,,,,0,,,,,0,,,,,,,,,,,Y,N,N,limesurvey-20908,ev9j90lhookbyvl87r,
2020/06/28,Portugal,PT,Lisboa,PT11,en,100,1,,0,,1,1,,,,,,,,,,,Y,N,N,limesurvey-20897,tuvfdavh9ikbysv149,
2020/06/28,Portugal,PT,Lisboa,PT11,en,20,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-21038,a891g5263dkbz9ep5v,
2020/06/28,Portugal,PT,Braga,PT03,en,100,0,,,,,,,,,,,,,,,,N,Y,Y,limesurvey-20894,r3tukte5vykbys1g36,
2020/06/28,Portugal,PT,Lisboa,PT11,en,2,,,,,1,,,,,0,,,,,,,,,,,Y,N,N,limesurvey-21222,3k3flw3qpykbzotguy,
2020/06/28,Portugal,PT,Braga,PT03,en,100,,,,,,,,,,,,,,,,,,,,,N,Y,Y,limesurvey-20894,r3tukte5vykbys1g36,
2020/06/28,Portugal,PT,Porto,PT13,en,80,4,,4,,0,,,,,0,,,,,,,,,,,Y,N,N,limesurvey-20900,3pzqix2y8ckbytu03u,
2020/06/28,Portugal,PT,Lisboa,PT11,en,100,1,,,,1,,,,,1,,,,,,,,,,,Y,N,N,limesurvey-20897,tuvfdavh9ikbysv149,
2020/06/28,Portugal,PT,Porto,PT13,en,300,0,,0,,0,0,,,,,,,,,,,Y,N,N,limesurvey-20908,ev9j90lhookbyvl87r,
2020/06/28,Portugal,PT,Porto,PT13,en,80,4,,4,,0,0,,,,,,,,,,,Y,N,N,limesurvey-20900,3pzqix2y8ckbytu03u,
2020/06/28,Portugal,PT,Lisboa,PT11,en,20,0,,,,,,,,,,,,,,,,Y,N,N,limesurvey-21038,a891g5263dkbz9ep5v,
2020/07/02,Portugal,PT,Braga,PT03,en,100,0,,0,,0,0,,,,,,,,,,,N,N,N,limesurvey-22542,y97z6imwvfb31gpxdk,
2020/07/02,Portugal,PT,Braga,PT03,en,100,,,,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-22542,y97z6imwvfb31gpxdk,
2020/07/03,Portugal,PT,Braga,PT03,en,50,0,,,,,,,,,,,,,,,,N,N,N,limesurvey-22599,2snxyznrl4kb3lxppx,
2020/07/03,Portugal,PT,Braga,PT03,en,50,,,,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-22599,2snxyznrl4kb3lxppx,
2020/07/04,Portugal,PT,Lisboa,PT11,,500,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/07/04,Portugal,PT,Lisboa,PT11,,500,0,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/07/04,Portugal,PT,Lisboa,PT11,,500,,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/07/04,Portugal,PT,Aveiro,PT01,en,30,,,,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-22715,me9scmgt6fkb4wj9qq,
2020/07/04,Portugal,PT,,,,100,10,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/07/04,Portugal,PT,Aveiro,PT01,en,30,0,,0,,0,0,,,,,,,,,,,N,N,N,limesurvey-22715,me9scmgt6fkb4wj9qq,
2020/07/04,Portugal,PT,,,,100,10,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/07/04,Portugal,PT,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,PT-g-sheet,,
2020/07/05,Portugal,PT,Lisboa,PT11,en,30,2,,,,2,,,,,2,,,,,,,,,,,N,N,N,limesurvey-22793,fhsbzmv1a7kc93d17y,
2020/07/05,Portugal,PT,Lisboa,PT11,en,30,2,,0,,2,2,,,,,,,,,,,N,N,N,limesurvey-22793,fhsbzmv1a7kc93d17y,
2020/07/06,Portugal,PT,Braga,PT03,en,50,0,,,,,,,,,,,,,,,,N,N,N,limesurvey-23149,2snxyznrl4kb3lxppx,
2020/07/06,Portugal,PT,Braga,PT03,en,50,,,,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-23149,2snxyznrl4kb3lxppx,
2020/07/07,Portugal,PT,Leiria,PT10,en,50,,,,,0,,,,,0,,,,,,,,,,,Y,N,N,limesurvey-23163,e3nvkf9yq0kcbqpds7,
2020/07/07,Portugal,PT,Leiria,PT10,en,50,0,,0,,0,0,,,,,,,,,,,Y,N,N,limesurvey-23163,e3nvkf9yq0kcbqpds7,
2020/07/09,Portugal,PT,Braga,PT03,en,200,2,,2,,0,,,,,0,,,,,,,,,,,N,Y,N,limesurvey-23390,ww7szmrjg2nkx1t4ij,
2020/07/09,Portugal,PT,Porto,PT13,en,3,,,,,0,,,,,,,,,,,,,,,,Y,Y,N,limesurvey-23384,6gwkt4dv7qkcetrd2d,
2020/07/09,Portugal,PT,Braga,PT03,en,200,2,,2,,0,0,,,,,,,,,,,N,Y,N,limesurvey-23390,ww7szmrjg2nkx1t4ij,
2020/07/09,Portugal,PT,Porto,PT13,en,3,0,,,,0,,,,,,,,,,,,Y,Y,N,limesurvey-23384,6gwkt4dv7qkcetrd2d,
2020/07/11,Portugal,PT,Évora,PT07,en,200,,,,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-23473,aa2r6b4hg7kci1d0di,
2020/07/11,Portugal,PT,Évora,PT07,en,200,0,,0,,0,0,,,,,,,,,,,N,N,N,limesurvey-23473,aa2r6b4hg7kci1d0di,
